Name,FQRegion,FQN,WOFId,CountryCode,HasRegion,Region,HasCity,City
pl/lubelskie,"lubelskie, pl","lubelskie, pl",85687309,pl,1,lubelskie,0,
pl/lubuskie,"lubuskie, pl","lubuskie, pl",85687327,pl,1,lubuskie,0,
pl/malopolski,"malopolski, pl","malopolski, pl",85633723,pl,1,malopolski,0,
pl/mazowieckie,"mazowieckie, pl","mazowieckie, pl",85687257,pl,1,mazowieckie,0,
pl/opolskie,"opolskie, pl","opolskie, pl",85687313,pl,1,opolskie,0,
pl/podkarpackie,"podkarpackie, pl","podkarpackie, pl",85687295,pl,1,podkarpackie,0,
pl/podlaskie,"podlaskie, pl","podlaskie, pl",85687283,pl,1,podlaskie,0,
pl/pomorskie,"pomorskie, pl","pomorskie, pl",85687267,pl,1,pomorskie,0,
pl/slaskie,"slaskie, pl","slaskie, pl",85687277,pl,1,slaskie,0,
pl/swietokrzyskie,"swietokrzyskie, pl","swietokrzyskie, pl",85687287,pl,1,swietokrzyskie,0,
pl/warminsko-mazurskie,"warminsko-mazurskie, pl","warminsko-mazurskie, pl",85687305,pl,1,warminsko-mazurskie,0,
pl/wielkopolskie,"wielkopolskie, pl","wielkopolskie, pl",85687323,pl,1,wielkopolskie,0,
pl/zachodniopomorskie,"zachodniopomorskie, pl","zachodniopomorskie, pl",85687271,pl,1,zachodniopomorskie,0,
pt/countrywide,,,,pt,0,,0,
qa/qatar,"qatar, qa","qatar, qa",85632299,qa,1,qatar,0,
ro/bucharest-metro,"bucharest, ro","bucharest, ro",85687595,ro,1,bucharest,0,
ro/bucharest,"bucharest, ro","bucharest, ro",85687595,ro,1,bucharest,0,
ru/ce/argun,"ce, ru","argun, ce, ru",102016645,ru,1,ce,1,argun
ru/ce/gikalo,"ce, ru","gikalo, ce, ru",85632685,ru,1,ce,1,gikalo
ru/ce/grozny,"ce, ru","grozny, ce, ru",102016663,ru,1,ce,1,grozny
ru/ce/gudermes,"ce, ru","gudermes, ce, ru",102016621,ru,1,ce,1,gudermes
ru/ce/kurchaloy,"ce, ru","kurchaloy, ce, ru",102016693,ru,1,ce,1,kurchaloy
ru/khm/regionwide,"khm, ru","khm, ru",85632685,ru,1,khm,0,
ru/ko/statewide,"ko, ru","ko, ru",85632685,ru,1,ko,0,
ru/mow/statewide,"mow, ru","mow, ru",102003033,ru,1,mow,0,
ru/nen/regionwide,"nen, ru","nen, ru",85632685,ru,1,nen,0,
ru/nvs/statewide,"nvs, ru","nvs, ru",85632685,ru,1,nvs,0,
ru/spe/statewide,"spe, ru","spe, ru",85632685,ru,1,spe,0,
ru/tyu/regionwide,"tyu, ru","tyu, ru",85632685,ru,1,tyu,0,
ru/vgg/statewide,"vgg, ru","vgg, ru",85632685,ru,1,vgg,0,
ru/yan/regionwide,"yan, ru","yan, ru",85632685,ru,1,yan,0,
sa/al-madinah/yanbu-ar,"al-madinah, sa","Yanbu, al-madinah, sa",1125924303,sa,1,al-madinah,1,Yanbu
sa/al-madinah/yanbu-en,"al-madinah, sa","Yanbu, al-madinah, sa",1125924303,sa,1,al-madinah,1,Yanbu
se/municipality_of_alingsas,"alingsas, se","alingsas, se",1125381931,se,1,alingsas,0,
se/municipality_of_gislaved,"gislaved, se","gislaved, se",1125417571,se,1,gislaved,0,
se/municipality_of_helsingborg,"helsingborg, se","helsingborg, se",101752277,se,1,helsingborg,0,
se/municipality_of_hoganas,"hoganas, se","hoganas, se",101816585,se,1,hoganas,0,
se/municipality_of_kalmar,"kalmar, se","kalmar, se",1125288033,se,1,kalmar,0,
se/municipality_of_kristinehamn,"kristinehamn, se","kristinehamn, se",1125363615,se,1,kristinehamn,0,
se/municipality_of_malmo,"malmo, se","malmo, se",101752283,se,1,malmo,0,
se/municipality_of_nacka,"nacka, se","nacka, se",1125394711,se,1,nacka,0,
se/municipality_of_savsjö,"savsjo, se","savsjo, se",1125394651,se,1,savsjo,0,
se/municipality_of_stockholm,"stockholm, se","stockholm, se",85688429,se,1,stockholm,0,
se/municipality_of_uppsala,"uppsala, se","uppsala, se",85688439,se,1,uppsala,0,
se/municipality_of_vasteras,"vasteras, se","vasteras, se",101752303,se,1,vasteras,0,
se/municipality_of_vaxholm,"vaxholm, se","vaxholm, se",1125283877,se,1,vaxholm,0,
se/municipality_of_vaxjo,"vaxjo, se","vaxjo, se",101816705,se,1,vaxjo,0,
se/municipality_of_Österåker,"Osteraker, se","Osteraker, se",1125382353,se,1,Osteraker,0,
sg/countrywide,,,,sg,0,,0,
si/countrywide,,,,si,0,,0,
sk/countrywide,,,,sk,0,,0,
tw/cyi/regionwide,"cyi, tw","cyi, tw",85632403,tw,1,cyi,0,
tw/hua/regionwide,"hua, tw","hua, tw",85632403,tw,1,hua,0,
tw/ila/datong,"ila, tw","datong, ila, tw",85632403,tw,1,ila,1,datong
tw/ila/dongshan,"ila, tw","dongshan, ila, tw",102026615,tw,1,ila,1,dongshan
tw/ila/jiaoxi,"ila, tw","jiaoxi, ila, tw",102026753,tw,1,ila,1,jiaoxi
tw/ila/luodong,"ila, tw","luodong, ila, tw",85632403,tw,1,ila,1,luodong
tw/ila/nan-ao,"ila, tw","nan-ao, ila, tw",85632403,tw,1,ila,1,nan-ao
tw/ila/sanxing,"ila, tw","sanxing, ila, tw",85632403,tw,1,ila,1,sanxing
tw/ila/suao,"ila, tw","suao, ila, tw",85632403,tw,1,ila,1,suao
tw/ila/toucheng,"ila, tw","toucheng, ila, tw",890468305,tw,1,ila,1,toucheng
tw/ila/wujie,"ila, tw","wujie, ila, tw",85632403,tw,1,ila,1,wujie
tw/ila/yilan,"ila, tw","yilan, ila, tw",85679567,tw,1,ila,1,yilan
tw/ila/yuanshan,"ila, tw","yuanshan, ila, tw",102026603,tw,1,ila,1,yuanshan
tw/ila/zhuangwei,"ila, tw","zhuangwei, ila, tw",85632403,tw,1,ila,1,zhuangwei
tw/khh/regionwide,"khh, tw","khh, tw",85632403,tw,1,khh,0,
tw/mia/regionwide-en,"mia, tw","mia, tw",85632403,tw,1,mia,0,
tw/mia/regionwide-zh,"mia, tw","mia, tw",85632403,tw,1,mia,0,
tw/nwt/regionwide,"nwt, tw","nwt, tw",85632403,tw,1,nwt,0,
tw/tao/regionwide,"tao, tw","tao, tw",85632403,tw,1,tao,0,
tw/tnn/regionwide,"tnn, tw","tnn, tw",85632403,tw,1,tnn,0,
tw/tpe/regionwide,"tpe, tw","tpe, tw",85632403,tw,1,tpe,0,
tw/txg/regionwide,"txg, tw","txg, tw",85632403,tw,1,txg,0,
ua/12/city_of_dnipropetrovsk,,"dnipropetrovsk, ua",85688797,ua,0,,1,dnipropetrovsk
ua/63/city_of_kharkiv,,"kharkiv, ua",85688873,ua,0,,1,kharkiv
us/ak/anchorage,"ak, us","anchorage, ak, us",85915707,us,1,ak,1,anchorage
us/ak/city_of_juneau,"ak, us","juneau, ak, us",85915729,us,1,ak,1,juneau
us/ak/fairbanks_north_star_borough,"ak, us","FairBanks North Star, ak, us",102081397,us,1,ak,1,FairBanks North Star
us/ak/haines,"ak, us","Haines, ak, us",102083767,us,1,ak,1,Haines
us/ak/kenai_peninsula_borough,"ak, us","Kenai Peninsula, ak, us",102081909,us,1,ak,1,Kenai Peninsula
us/ak/ketchikan,"ak, us","Ketchikan, ak, us",85916051,us,1,ak,1,Ketchikan
us/ak/kodiak_island_borough,"ak, us","Kodiak Island, ak, us",102081005,us,1,ak,1,Kodiak Island
us/ak/matanuska_susitna_borough,"ak, us","Matanuska Susitna, ak, us",102081903,us,1,ak,1,Matanuska Susitna
us/ak/yakutat_borough,"ak, us","Yakutat, ak, us",102081907,us,1,ak,1,Yakutat
us/al/autauga,"al, us","autauga, al, us",102085509,us,1,al,1,autauga
us/al/baldwin,"al, us","baldwin, al, us",102085469,us,1,al,1,baldwin
us/al/bibb,"al, us","bibb, al, us",102085501,us,1,al,1,bibb
us/al/blount,"al, us","blount, al, us",102085667,us,1,al,1,blount
us/al/bullock,"al, us","bullock, al, us",102085655,us,1,al,1,bullock
us/al/calhoun,"al, us","calhoun, al, us",102085603,us,1,al,1,calhoun
us/al/city_of_auburn,"al, us","auburn, al, us",85913825,us,1,al,1,auburn
us/al/city_of_huntsville,"al, us","huntsville, al, us",85913601,us,1,al,1,huntsville
us/al/city_of_mobile,"al, us","mobile, al, us",102085585,us,1,al,1,mobile
us/al/city_of_robertsdale,"al, us","robertsdale, al, us",85914733,us,1,al,1,robertsdale
us/al/colbert,"al, us","colbert, al, us",102085625,us,1,al,1,colbert
us/al/cullman,"al, us","cullman, al, us",102085729,us,1,al,1,cullman
us/al/elmore,"al, us","elmore, al, us",102085631,us,1,al,1,elmore
us/al/etowah,"al, us","etowah, al, us",102085545,us,1,al,1,etowah
us/al/franklin,"al, us","franklin, al, us",102085511,us,1,al,1,franklin
us/al/houston,"al, us","houston, al, us",102085441,us,1,al,1,houston
us/al/jackson,"al, us","jackson, al, us",102085607,us,1,al,1,jackson
us/al/jefferson,"al, us","jefferson, al, us",102085481,us,1,al,1,jefferson
us/al/lauderdale,"al, us","lauderdale, al, us",102085527,us,1,al,1,lauderdale
us/al/lawrence,"al, us","lawrence, al, us",102085601,us,1,al,1,lawrence
us/al/limestone,"al, us","limestone, al, us",102085489,us,1,al,1,limestone
us/al/madison,"al, us","madison, al, us",102085487,us,1,al,1,madison
us/al/marengo,"al, us","marengo, al, us",102085423,us,1,al,1,marengo
us/al/marshall,"al, us","marshall, al, us",102085513,us,1,al,1,marshall
us/al/montgomery,"al, us","montgomery, al, us",102085733,us,1,al,1,montgomery
us/al/morgan,"al, us","morgan, al, us",102085531,us,1,al,1,morgan
us/al/pickens,"al, us","pickens, al, us",102085539,us,1,al,1,pickens
us/al/pike,"al, us","pike, al, us",102085619,us,1,al,1,pike
us/al/shelby,"al, us","shelby, al, us",102085499,us,1,al,1,shelby
us/al/st_clair,"al, us","St Clair, al, us",102085647,us,1,al,1,St Clair
us/al/talladega,"al, us","talladega, al, us",102085517,us,1,al,1,talladega
us/al/tuscaloosa,"al, us","tuscaloosa, al, us",102085553,us,1,al,1,tuscaloosa
us/al/washington,"al, us","washington, al, us",102085635,us,1,al,1,washington
us/ar/boone,"ar, us","boone, ar, us",102083249,us,1,ar,1,boone
us/ar/city_of_fayetteville,"ar, us","fayetteville, ar, us",85919609,us,1,ar,1,fayetteville
us/ar/statewide,"ar, us","ar, us",85688549,us,1,ar,0,
us/az/city_of_flagstaff,"az, us","flagstaff, az, us",85917421,us,1,az,1,flagstaff
us/az/city_of_gilbert,"az, us","gilbert, az, us",85917513,us,1,az,1,gilbert
us/az/city_of_glendale,"az, us","glendale, az, us",85917509,us,1,az,1,glendale
us/az/city_of_mesa,"az, us","mesa, az, us",85917491,us,1,az,1,mesa
us/az/city_of_scottsdale,"az, us","scottsdale, az, us",85917475,us,1,az,1,scottsdale
us/az/cochise,"az, us","cochise, az, us",102087425,us,1,az,1,cochise
us/az/coconino,"az, us","coconino, az, us",102086831,us,1,az,1,coconino
us/az/gila,"az, us","gila, az, us",102081525,us,1,az,1,gila
us/az/maricopa,"az, us","maricopa, az, us",102087421,us,1,az,1,maricopa
us/az/mohave,"az, us","mohave, az, us",102087427,us,1,az,1,mohave
us/az/pima,"az, us","pima, az, us",102081135,us,1,az,1,pima
us/az/pinal,"az, us","pinal, az, us",102081547,us,1,az,1,pinal
us/az/santa_cruz,"az, us","Santa Cruz, az, us",102086827,us,1,az,1,Santa Cruz
us/az/yavapai,"az, us","yavapai, az, us",102081535,us,1,az,1,yavapai
us/az/yuma,"az, us","yuma, az, us",102081527,us,1,az,1,yuma
us/ca/alameda,"ca, us","alameda, ca, us",102086959,us,1,ca,1,alameda
us/ca/alpine,"ca, us","alpine, ca, us",85925309,us,1,ca,1,alpine
us/ca/amador,"ca, us","amador, ca, us",102080865,us,1,ca,1,amador
us/ca/berkeley,"ca, us","berkeley, ca, us",85921915,us,1,ca,1,berkeley
us/ca/butte,"ca, us","butte, ca, us",102086941,us,1,ca,1,butte
us/ca/calaveras,"ca, us","calaveras, ca, us",102080867,us,1,ca,1,calaveras
us/ca/city_of_anaheim,"ca, us","colusa, ca, us",102080851,us,1,ca,1,colusa
us/ca/city_of_bakersfield,"ca, us","bakersfield, ca, us",85923307,us,1,ca,1,bakersfield
us/ca/city_of_brea,"ca, us","brea, ca, us",85923165,us,1,ca,1,brea
us/ca/city_of_burbank,"ca, us","burbank, ca, us",85923691,us,1,ca,1,burbank
us/ca/city_of_carson,"ca, us","carson, ca, us",85923683,us,1,ca,1,carson
us/ca/city_of_cupertino,"ca, us","cupertino, ca, us",85922393,us,1,ca,1,cupertino
us/ca/city_of_elk_grove,"ca, us","elk grove, ca, us",85922869,us,1,ca,1,elk grove
us/ca/city_of_fullerton,"ca, us","fullerton, ca, us",85923145,us,1,ca,1,fullerton
us/ca/city_of_garden_grove,"ca, us","garden grove, ca, us",85923141,us,1,ca,1,garden grove
us/ca/city_of_hayward,"ca, us","hayward, ca, us",85921895,us,1,ca,1,hayward
us/ca/city_of_huntington_beach,"ca, us","huntington beach, ca, us",85923137,us,1,ca,1,huntington beach
us/ca/city_of_irvine,"ca, us","irvine, ca, us",85923131,us,1,ca,1,irvine
us/ca/city_of_laguna_niguel,"ca, us","laguna niguel, ca, us",85923115,us,1,ca,1,laguna niguel
us/ca/city_of_lake_forest,"ca, us","lake forest, ca, us",85923103,us,1,ca,1,lake forest
us/ca/city_of_long_beach,"ca, us","long beach, ca, us",85923525,us,1,ca,1,long beach
us/ca/city_of_los_angeles,"ca, us","los angeles, ca, us",102086957,us,1,ca,1,los angeles
us/ca/city_of_manteca,"ca, us","manteca, ca, us",85923263,us,1,ca,1,manteca
us/ca/city_of_mountain_view,"ca, us","mountain view, ca, us",85922355,us,1,ca,1,mountain view
us/ca/city_of_newport_beach,"ca, us","newport beach, ca, us",85923075,us,1,ca,1,newport beach
us/ca/city_of_orange,"ca, us","orange, ca, us",102080847,us,1,ca,1,orange
us/ca/city_of_palo_alto,"ca, us","palo alto, ca, us",85922351,us,1,ca,1,palo alto
us/ca/city_of_rancho_cucamonga,"ca, us","rancho cucamonga, ca, us",85923937,us,1,ca,1,rancho cucamonga
us/ca/city_of_riverside,"ca, us","riverside, ca, us",102086221,us,1,ca,1,riverside
us/ca/city_of_roseville,"ca, us","roseville, ca, us",85921799,us,1,ca,1,roseville
us/ca/city_of_san_diego,"ca, us","san diego, ca, us",102083569,us,1,ca,1,san diego
us/ca/city_of_san_jose,"ca, us","san jose, ca, us",85922347,us,1,ca,1,san jose
us/ca/city_of_san_jose2,"ca, us","san jose2, ca, us",85922227,us,1,ca,1,san jose2
us/ca/city_of_san_juan_capistrano,"ca, us","san juan capistrano, ca, us",85923053,us,1,ca,1,san juan capistrano
us/ca/city_of_san_luis_obispo,"ca, us","san luis obispo, ca, us",102085385,us,1,ca,1,san luis obispo
us/ca/city_of_santa_clara,"ca, us","santa clara, ca, us",102081673,us,1,ca,1,santa clara
us/ca/city_of_santa_cruz,"ca, us","santa cruz, ca, us",102087581,us,1,ca,1,santa cruz
us/ca/city_of_sunnyvale,"ca, us","sunnyvale, ca, us",85922333,us,1,ca,1,sunnyvale
us/ca/city_of_temecula,"ca, us","temecula, ca, us",85923337,us,1,ca,1,temecula
us/ca/city_of_visalia,"ca, us","visalia, ca, us",85922461,us,1,ca,1,visalia
us/ca/colusa,"ca, us","ca, us",85688637,us,1,ca,1,
us/ca/contra_costa,"ca, us","contra costa, ca, us",102086225,us,1,ca,1,contra costa
us/ca/del_norte,"ca, us","del norte, ca, us",102084361,us,1,ca,1,del norte
us/ca/el_dorado,"ca, us","el dorado, ca, us",102086953,us,1,ca,1,el dorado
us/ca/fresno,"ca, us","fresno, ca, us",102084347,us,1,ca,1,fresno
us/ca/glenn,"ca, us","glenn, ca, us",102084355,us,1,ca,1,glenn
us/ca/humboldt,"ca, us","humboldt, ca, us",102087587,us,1,ca,1,humboldt
us/ca/imperial,"ca, us","imperial, ca, us",102080869,us,1,ca,1,imperial
us/ca/inyo,"ca, us","inyo, ca, us",102087577,us,1,ca,1,inyo
us/ca/kern,"ca, us","kern, ca, us",102081727,us,1,ca,1,kern
us/ca/kings,"ca, us","kings, ca, us",102087583,us,1,ca,1,kings
us/ca/lake,"ca, us","lake, ca, us",102086949,us,1,ca,1,lake
us/ca/lassen,"ca, us","lassen, ca, us",102084359,us,1,ca,1,lassen
us/ca/los_angeles,"ca, us","los angeles, ca, us",102086957,us,1,ca,1,los angeles
us/ca/madera,"ca, us","madera, ca, us",102082891,us,1,ca,1,madera
us/ca/marin,"ca, us","marin, ca, us",102084353,us,1,ca,1,marin
us/ca/mariposa,"ca, us","mariposa, ca, us",102084341,us,1,ca,1,mariposa
us/ca/mendocino,"ca, us","mendocino, ca, us",102082885,us,1,ca,1,mendocino
us/ca/merced,"ca, us","merced, ca, us",102087591,us,1,ca,1,merced
us/ca/modoc,"ca, us","modoc, ca, us",102086951,us,1,ca,1,modoc
us/ca/mono,"ca, us","mono, ca, us",102080857,us,1,ca,1,mono
us/ca/monterey,"ca, us","monterey, ca, us",102080859,us,1,ca,1,monterey
us/ca/napa,"ca, us","napa, ca, us",102085383,us,1,ca,1,napa
us/ca/nevada,"ca, us","nevada, ca, us",102085391,us,1,ca,1,nevada
us/ca/orange,"ca, us","orange, ca, us",102080847,us,1,ca,1,orange
us/ca/placer,"ca, us","placer, ca, us",102080863,us,1,ca,1,placer
us/ca/plumas,"ca, us","plumas, ca, us",102083573,us,1,ca,1,plumas
us/ca/riverside,"ca, us","riverside, ca, us",102086221,us,1,ca,1,riverside
us/ca/sacramento,"ca, us","sacramento, ca, us",102082889,us,1,ca,1,sacramento
us/ca/san_benito,"ca, us","san benito, ca, us",102083575,us,1,ca,1,san benito
us/ca/san_bernardino,"ca, us","san bernardino, ca, us",102085395,us,1,ca,1,san bernardino
us/ca/san_diego,"ca, us","san diego, ca, us",102083569,us,1,ca,1,san diego
us/ca/san_francisco,"ca, us","san francisco, ca, us",85922583,us,1,ca,1,san francisco
us/ca/san_joaquin,"ca, us","san joaquin, ca, us",102085393,us,1,ca,1,san joaquin
us/ca/san_luis_obispo,"ca, us","san luis obispo, ca, us",102085385,us,1,ca,1,san luis obispo
us/ca/san_mateo,"ca, us","san mateo, ca, us",102085387,us,1,ca,1,san mateo
us/ca/santa_barbara,"ca, us","santa barbara, ca, us",102080855,us,1,ca,1,santa barbara
us/ca/santa_clara,"ca, us","santa clara, ca, us",102081673,us,1,ca,1,santa clara
us/ca/santa_cruz,"ca, us","santa cruz, ca, us",102087581,us,1,ca,1,santa cruz
us/ca/shasta,"ca, us","shasta, ca, us",102083577,us,1,ca,1,shasta
us/ca/siskiyou,"ca, us","siskiyou, ca, us",102081669,us,1,ca,1,siskiyou
us/ca/solano,"ca, us","solano, ca, us",102087589,us,1,ca,1,solano
us/ca/sonoma,"ca, us","sonoma, ca, us",102081671,us,1,ca,1,sonoma
us/ca/stanislaus,"ca, us","stanislaus, ca, us",102083579,us,1,ca,1,stanislaus
us/ca/sutter,"ca, us","sutter, ca, us",102086219,us,1,ca,1,sutter
us/ca/tehama,"ca, us","tehama, ca, us",102080849,us,1,ca,1,tehama
us/ca/trinity,"ca, us","trinity, ca, us",102086223,us,1,ca,1,trinity
us/ca/tulare,"ca, us","tulare, ca, us",102082895,us,1,ca,1,tulare
us/ca/tuolumne,"ca, us","tuolumne, ca, us",102086939,us,1,ca,1,tuolumne
us/ca/ventura,"ca, us","ventura, ca, us",102086933,us,1,ca,1,ventura
us/ca/yolo,"ca, us","yolo, ca, us",102082309,us,1,ca,1,yolo
us/ca/yuba,"ca, us","yuba, ca, us",102082893,us,1,ca,1,yuba
us/co/adams,"co, us","adams, co, us",102084053,us,1,co,1,adams
us/co/arapahoe,"co, us","arapahoe, co, us",102086877,us,1,co,1,arapahoe
us/co/archuleta,"co, us","archuleta, co, us",102086131,us,1,co,1,archuleta
us/co/boulder,"co, us","boulder, co, us",102085251,us,1,co,1,boulder
us/co/broomfield,"co, us","broomfield, co, us",85929855,us,1,co,1,broomfield
us/co/city_of_arvada,"co, us","arvada, co, us",85929333,us,1,co,1,arvada
us/co/city_of_aurora,"co, us","aurora, co, us",85929235,us,1,co,1,aurora
us/co/city_of_boulder,"co, us","boulder, co, us",102085251,us,1,co,1,boulder
us/co/city_of_commerce_city,"co, us","commerce city, co, us",85929341,us,1,co,1,commerce city
us/co/city_of_erie,"co, us","erie, co, us",85929033,us,1,co,1,erie
us/co/city_of_fort_collins,"co, us","fort collins, co, us",85929679,us,1,co,1,fort collins
us/co/city_of_frederick,"co, us","frederick, co, us",85929053,us,1,co,1,frederick
us/co/city_of_greeley,"co, us","greeley, co, us",85929071,us,1,co,1,greeley
us/co/city_of_littleton,"co, us","littleton, co, us",85929241,us,1,co,1,littleton
us/co/city_of_loveland,"co, us","loveland, co, us",85929677,us,1,co,1,loveland
us/co/city_of_thornton,"co, us","thornton, co, us",1125873259,us,1,co,1,thornton
us/co/city_of_vail,"co, us","vail, co, us",85929223,us,1,co,1,vail
us/co/city_of_westminster,"co, us","westminster, co, us",85929351,us,1,co,1,westminster
us/co/clear_creek,"co, us","clear creek, co, us",102085243,us,1,co,1,clear creek
us/co/conejos,"co, us","conejos, co, us",102083383,us,1,co,1,conejos
us/co/delta,"co, us","delta, co, us",102084073,us,1,co,1,delta
us/co/denver,"co, us","denver, co, us",85928879,us,1,co,1,denver
us/co/douglas,"co, us","douglas, co, us",102085225,us,1,co,1,douglas
us/co/eagle,"co, us","eagle, co, us",102083397,us,1,co,1,eagle
us/co/el_paso,"co, us","el paso, co, us",102086875,us,1,co,1,el paso
us/co/fremont,"co, us","fremont, co, us",102083363,us,1,co,1,fremont
us/co/garfield,"co, us","garfield, co, us",102084085,us,1,co,1,garfield
us/co/gilpin,"co, us","gilpin, co, us",102086133,us,1,co,1,gilpin
us/co/grand,"co, us","grand, co, us",102085239,us,1,co,1,grand
us/co/gunnison,"co, us","gunnison, co, us",102083377,us,1,co,1,gunnison
us/co/jefferson,"co, us","jefferson, co, us",102084113,us,1,co,1,jefferson
us/co/la_plata,"co, us","la plata, co, us",102084019,us,1,co,1,la plata
us/co/larimer,"co, us","larimer, co, us",102083353,us,1,co,1,larimer
us/co/logan,"co, us","logan, co, us",102085241,us,1,co,1,logan
us/co/mesa,"co, us","mesa, co, us",102085221,us,1,co,1,mesa
us/co/mineral,"co, us","mineral, co, us",102084103,us,1,co,1,mineral
us/co/moffat,"co, us","moffat, co, us",102085247,us,1,co,1,moffat
us/co/montezuma,"co, us","montezuma, co, us",102084099,us,1,co,1,montezuma
us/co/montrose,"co, us","montrose, co, us",102086121,us,1,co,1,montrose
us/co/morgan,"co, us","morgan, co, us",102084089,us,1,co,1,morgan
us/co/park,"co, us","park, co, us",102086137,us,1,co,1,park
us/co/pitkin,"co, us","pitkin, co, us",102084035,us,1,co,1,pitkin
us/co/pueblo,"co, us","pueblo, co, us",102085233,us,1,co,1,pueblo
us/co/rio_blanco,"co, us","rio blanco, co, us",102084117,us,1,co,1,rio blanco
us/co/routt,"co, us","routt, co, us",102086129,us,1,co,1,routt
us/co/sanmiguel,"co, us","sanmiguel, co, us",85688603,us,1,co,1,sanmiguel
us/co/sedgwick,"co, us","sedgwick, co, us",102084121,us,1,co,1,sedgwick
us/co/statewide,"co, us","co, us",85688603,us,1,co,0,
us/co/summit,"co, us","summit, co, us",102084025,us,1,co,1,summit
us/co/teller,"co, us","teller, co, us",102085249,us,1,co,1,teller
us/co/washington,"co, us","washington, co, us",102086125,us,1,co,1,washington
us/co/weld,"co, us","weld, co, us",102086117,us,1,co,1,weld
us/ct/city_of_bridgeport,"ct, us","bridgeport, ct, us",85930811,us,1,ct,1,bridgeport
us/ct/city_of_haddam,"ct, us","haddam, ct, us",404496069,us,1,ct,1,haddam
us/ct/city_of_hamden,"ct, us","hamden, ct, us",404495777,us,1,ct,1,hamden
us/ct/city_of_hartford,"ct, us","hartford, ct, us",102085381,us,1,ct,1,hartford
us/ct/city_of_lyme,"ct, us","lyme, ct, us",404495717,us,1,ct,1,lyme
us/ct/city_of_manchester,"ct, us","manchester, ct, us",404495985,us,1,ct,1,manchester
us/ct/city_of_milford,"ct, us","milford, ct, us",404495783,us,1,ct,1,milford
us/ct/city_of_new_britain,"ct, us","new britain, ct, us",404495989,us,1,ct,1,new britain
us/ct/city_of_new_haven,"ct, us","new haven, ct, us",102086923,us,1,ct,1,new haven
us/ct/city_of_norwalk,"ct, us","norwalk, ct, us",85930795,us,1,ct,1,norwalk
us/ct/city_of_stamford,"ct, us","stamford, ct, us",85930787,us,1,ct,1,stamford
us/ct/city_of_stonington,"ct, us","stonington, ct, us",404495885,us,1,ct,1,stonington
us/ct/city_of_stratford,"ct, us","stratford, ct, us",85930997,us,1,ct,1,stratford
us/ct/city_of_waterbury,"ct, us","waterbury, ct, us",85930889,us,1,ct,1,waterbury
us/ct/city_of_watertown,"ct, us","watertown, ct, us",404496051,us,1,ct,1,watertown
us/ct/statewide,"ct, us","ct, us",85688629,us,1,ct,0,
us/ct/town_of_avon,"ct, us","avon, ct, us",404495867,us,1,ct,1,avon
us/ct/town_of_easton_monroe,"ct, us","easton monroe, ct, us",1125832755,us,1,ct,1,easton monroe
us/ct/town_of_fairfield,"ct, us","fairfield, ct, us",102084283,us,1,ct,1,fairfield
us/ct/town_of_groton,"ct, us","groton, ct, us",404495745,us,1,ct,1,groton
us/ct/town_of_trumbull,"ct, us","trumbull, ct, us",404495859,us,1,ct,1,trumbull
us/dc/statewide,"dc, us","dc, us",85951091,us,1,dc,0,
us/de/city_of_dover,"de, us","dover, de, us",85931481,us,1,de,1,dover
us/de/city_of_newark,"de, us","newark, de, us",85931551,us,1,de,1,newark
us/de/kent,"de, us","kent, de, us",102083871,us,1,de,1,kent
us/de/new_castle,"de, us","new castle, de, us",102083891,us,1,de,1,new castle
us/de/sussex,"de, us","sussex, de, us",102083887,us,1,de,1,sussex
us/fl/_loveland,"fl, us","loveland, fl, us",85688651,us,1,fl,1,loveland
us/fl/alachua,"fl, us","alachua, fl, us",102085829,us,1,fl,1,alachua
us/fl/bay,"fl, us","bay, fl, us",102085835,us,1,fl,1,bay
us/fl/brevard,"fl, us","brevard, fl, us",102084721,us,1,fl,1,brevard
us/fl/broward,"fl, us","broward, fl, us",102084727,us,1,fl,1,broward
us/fl/charlotte,"fl, us","charlotte, fl, us",102085809,us,1,fl,1,charlotte
us/fl/citrus,"fl, us","citrus, fl, us",102084715,us,1,fl,1,citrus
us/fl/city_of_fort_lauderdale,"fl, us","fort lauderdale, fl, us",85932397,us,1,fl,1,fort lauderdale
us/fl/city_of_gainesville,"fl, us","gainesville, fl, us",85932213,us,1,fl,1,gainesville
us/fl/city_of_key_biscayne,"fl, us","key biscayne, fl, us",85933663,us,1,fl,1,key biscayne
us/fl/city_of_lakeland,"fl, us","lakeland, fl, us",85933319,us,1,fl,1,lakeland
us/fl/city_of_pinellas_park,"fl, us","pinellas park, fl, us",85931855,us,1,fl,1,pinellas park
us/fl/city_of_west_palm_beach,"fl, us","west palm beach, fl, us",85931945,us,1,fl,1,west palm beach
us/fl/clay,"fl, us","clay, fl, us",102085797,us,1,fl,1,clay
us/fl/collier,"fl, us","collier, fl, us",102085853,us,1,fl,1,collier
us/fl/desoto,"fl, us","desoto, fl, us",102085817,us,1,fl,1,desoto
us/fl/duval,"fl, us","duval, fl, us",102084753,us,1,fl,1,duval
us/fl/escambia,"fl, us","escambia, fl, us",102084839,us,1,fl,1,escambia
us/fl/flagler,"fl, us","flagler, fl, us",102085833,us,1,fl,1,flagler
us/fl/gulf,"fl, us","gulf, fl, us",102085757,us,1,fl,1,gulf
